"word","pos"
"jockeys","UNK"
"jocular","UNK"
"jocularity","UNK"
"jocularly","UNK"
"joey","UNK"
"jog","UNK"
"jogged","UNK"
"jogger","UNK"
"joggers","UNK"
"jogging","UNK"
"jogs","UNK"
"john","UNK"
"joined","UNK"
"joiner","UNK"
"joiners","UNK"
"joinery","UNK"
"joining","UNK"
"joins","UNK"
"jointed","UNK"
"jointing","UNK"
"jointly","UNK"
"joints","UNK"
"jointures","UNK"
"joist","UNK"
"joists","UNK"
"joked","UNK"
"joker","UNK"
"jokers","UNK"
"jokes","UNK"
"jokey","UNK"
"jokier","UNK"
"jokily","UNK"
"joking","UNK"
"jokingly","UNK"
"jollier","UNK"
"jolliest","UNK"
"jollify","UNK"
"jollily","UNK"
"jollity","UNK"
"jolly","UNK"
"jolt","UNK"
"jolted","UNK"
"jolting","UNK"
"jolts","UNK"
"jonah","UNK"
"jonathan","UNK"
"joseph","UNK"
"joshua","UNK"
"jostle","UNK"
"jostled","UNK"
"jostles","UNK"
"jostling","UNK"
"jot","UNK"
"jots","UNK"
"jotted","UNK"
"jotter","UNK"
"jotting","UNK"
"jottings","UNK"
"joule","UNK"
"joules","UNK"
"journalese","UNK"
"journalism","UNK"
"journalistic","UNK"
"journalists","UNK"
"journalled","UNK"
"journalling","UNK"
"journals","UNK"
"journeyed","UNK"
"journeyer","UNK"
"journeying","UNK"
"journeyman","UNK"
"journeys","UNK"
"joust","UNK"
"jouster","UNK"
"jousting","UNK"
"jousts","UNK"
"jovial","UNK"
"joviality","UNK"
"jovially","UNK"
"jovian","UNK"
"jowl","UNK"
"jowls","UNK"
"joyed","UNK"
"joyful","UNK"
"joyfully","UNK"
"joyfulness","UNK"
"joyless","UNK"
"joylessness","UNK"
"joyous","UNK"
"joyously","UNK"
"joyousness","UNK"
"joyride","UNK"
"joyrider","UNK"
"joyriders","UNK"
"joyriding","UNK"
"joys","UNK"
"joystick","UNK"
"joysticks","UNK"
"jubilant","UNK"
"jubilantly","UNK"
"jubilate","UNK"
"jubilation","UNK"
"jubilee","UNK"
"jubilees","UNK"
"judaic","UNK"
"judaism","UNK"
"judas","UNK"
"judder","UNK"
"juddered","UNK"
"juddering","UNK"
"judders","UNK"
"judged","UNK"
"judgement","UNK"
"judgemental","UNK"
"judgements","UNK"
"judges","UNK"
"judging","UNK"
"judgmental","UNK"
"judgments","UNK"
"judicature","UNK"
"judicial","UNK"
"judicially","UNK"
"judiciaries","UNK"
"judiciary","UNK"
"judicious","UNK"
"judiciously","UNK"
"judo","UNK"
"jug","UNK"
"jugged","UNK"
"juggernaut","UNK"
"juggernauts","UNK"
"juggle","UNK"
"juggled","UNK"
"juggler","UNK"
"jugglers","UNK"
"juggles","UNK"
"juggling","UNK"
"jugs","UNK"
"jugular","UNK"
"juices","UNK"
"juicier","UNK"
"juiciest","UNK"
"juiciness","UNK"
"juicy","UNK"
"jukebox","UNK"
"jukeboxes","UNK"
"julep","UNK"
"juleps","UNK"
"july","UNK"
"jumble","UNK"
"jumbled","UNK"
"jumbles","UNK"
"jumbo","UNK"
"jumped","UNK"
"jumper","UNK"
"jumpers","UNK"
"jumpier","UNK"
"jumpiest","UNK"
"jumpiness","UNK"
"jumping","UNK"
"jumps","UNK"
"jumpstart","UNK"
"jumpstarting","UNK"
"jumpsuit","UNK"
"jumpy","UNK"
"junction","UNK"
"junctions","UNK"
"juncture","UNK"
"june","UNK"
"jungle","UNK"
"jungles","UNK"
"juniority","UNK"
"juniors","UNK"
"juniper","UNK"
"junk","UNK"
"junker","UNK"
"junket","UNK"
"junkie","UNK"
"junkies","UNK"
"junkmail","UNK"
"junks","UNK"
"junkyard","UNK"
"juno","UNK"
"junta","UNK"
"juntas","UNK"
"jupiter","UNK"
"jurassic","UNK"
"juridic","UNK"
"juridical","UNK"
"juries","UNK"
"jurisdiction","UNK"
"jurisdictional","UNK"
"jurisdictions","UNK"
"jurisprudence","UNK"
"jurisprudential","UNK"
"jurist","UNK"
"juristic","UNK"
"jurists","UNK"
"juror","UNK"
"jurors","UNK"
"jury","UNK"
"juryman","UNK"
"jurymen","UNK"
"jussive","UNK"
"justices","UNK"
"justifiability","UNK"
"justifiable","UNK"
"justifiably","UNK"
"justification","UNK"
"justifications","UNK"
"justificatory","UNK"
"justified","UNK"
"justifies","UNK"
"justifying","UNK"
"justly","UNK"
"justness","UNK"
"jut","UNK"
"jute","UNK"
"juts","UNK"
"jutted","UNK"
"jutting","UNK"
"juvenile","UNK"
"juveniles","UNK"
"juxtapose","UNK"
"juxtaposed","UNK"
"juxtaposes","UNK"
"juxtaposing","UNK"
"juxtaposition","UNK"
"juxtapositions","UNK"
"kaftan","UNK"
"kaftans","UNK"
"kaiser","UNK"
"kalahari","UNK"
"kale","UNK"
"kaleidoscope","UNK"
"kaleidoscopic","UNK"
"kalif","UNK"
"kamikaze","UNK"
"kampala","UNK"
"kampong","UNK"
"kangaroo","UNK"
"kangaroos","UNK"
"kaolin","UNK"
"karakul","UNK"
"karaoke","UNK"
"karate","UNK"
"karma","UNK"
"karst","UNK"
"katydid","UNK"
"kayak","UNK"
"kayaks","UNK"
"kebab","UNK"
"kebabs","UNK"
"kedgeree","UNK"
"keel","UNK"
"keeled","UNK"
"keelhaul","UNK"
"keeling","UNK"
"keels","UNK"
"keen","UNK"
"keener","UNK"
"keenest","UNK"
"keening","UNK"
"keenly","UNK"
"keenness","UNK"
"keeper","UNK"
"keepers","UNK"
"keeping","UNK"
"keeps","UNK"
"keepsake","UNK"
"keepsakes","UNK"
"keg","UNK"
"kegs","UNK"
"kelp","UNK"
"kelpers","UNK"
"kelt","UNK"
"kelts","UNK"
"kelvin","UNK"
"ken","UNK"
"kennedy","UNK"
"kennel","UNK"
"kennelled","UNK"
"kennels","UNK"
"kent","UNK"
"kentucky","UNK"
"kenya","UNK"
"kenyan","UNK"
"kept","UNK"
"keratin","UNK"
"kerb","UNK"
"kerbs","UNK"
"kerbside","UNK"
"kerchief","UNK"
"kerned","UNK"
"kernel","UNK"
"kernels","UNK"
"kerning","UNK"
"kerosene","UNK"
"kestrel","UNK"
"kestrels","UNK"
"ketch","UNK"
"ketchup","UNK"
"kettle","UNK"
"kettleful","UNK"
"kettles","UNK"
"keyboard","UNK"
"keyboardist","UNK"
"keyboards","UNK"
"keyed","UNK"
"keyhole","UNK"
"keyholes","UNK"
"keying","UNK"
"keynote","UNK"
"keynotes","UNK"
"keypad","UNK"
"keypads","UNK"
"keyring","UNK"
"keys","UNK"
"keystone","UNK"
"keystones","UNK"
"keystroke","UNK"
"keystrokes","UNK"
"keyword","UNK"
"keywords","UNK"
"khaki","UNK"
"khalif","UNK"
"khan","UNK"
"khans","UNK"
"khoikhoi","UNK"
"khoisan","UNK"
"kibbutz","UNK"
"kickback","UNK"
"kicked","UNK"
"kicker","UNK"
"kicking","UNK"
"kicks","UNK"
"kickstart","UNK"
"kickstarted","UNK"
"kickstarting","UNK"
"kickstarts","UNK"
"kidded","UNK"
"kiddie","UNK"
"kidding","UNK"
"kidnap","UNK"
"kidnapped","UNK"
"kidnapper","UNK"
"kidnappers","UNK"
"kidnapping","UNK"
"kidnappings","UNK"
"kidnaps","UNK"
"kidney","UNK"
"kidneys","UNK"
"kidneyshaped","UNK"
"kids","UNK"
"kiev","UNK"
"killed","UNK"
"killers","UNK"
"killings","UNK"
"killjoy","UNK"
"killjoys","UNK"
"kills","UNK"
"kiln","UNK"
"kilns","UNK"
"kilo","UNK"
"kilobits","UNK"
"kilobyte","UNK"
"kilobytes","UNK"
"kilohertz","UNK"
"kilojoules","UNK"
"kilometre","UNK"
"kilometres","UNK"
"kiloton","UNK"
"kilotons","UNK"
"kilovolt","UNK"
"kilowatt","UNK"
"kilowatts","UNK"
"kilt","UNK"
"kilted","UNK"
"kilter","UNK"
"kilts","UNK"
"kimono","UNK"
"kin","UNK"
"kina","UNK"
"kinase","UNK"
"kinder","UNK"
"kindergarten","UNK"
"kindergartens","UNK"
"kindest","UNK"
"kindhearted","UNK"
"kindheartedness","UNK"
"kindle","UNK"
"kindled","UNK"
"kindles","UNK"
"kindlier","UNK"
"kindliest","UNK"
"kindliness","UNK"
"kindling","UNK"
"kindly","UNK"
"kindness","UNK"
"kindnesses","UNK"
"kindred","UNK"
"kinds","UNK"
"kinematic","UNK"
"kinematics","UNK"
"kinetic","UNK"
"kinetically","UNK"
"kinetics","UNK"
"kinfolk","UNK"
"kingdom","UNK"
"kingdoms","UNK"
"kingfisher","UNK"
"kingfishers","UNK"
"kingly","UNK"
"kingpin","UNK"
"kings","UNK"
"kingship","UNK"
"kingsize","UNK"
"kingsized","UNK"
"kink","UNK"
"kinked","UNK"
"kinks","UNK"
"kinky","UNK"
"kinsfolk","UNK"
"kinshasa","UNK"
"kinship","UNK"
"kinsman","UNK"
"kinsmen","UNK"
"kinswoman","UNK"
"kiosk","UNK"
"kiosks","UNK"
"kipper","UNK"
"kippers","UNK"
"kirk","UNK"
"kismet","UNK"
"kissed","UNK"
"kisser","UNK"
"kisses","UNK"
"kissing","UNK"
"kit","UNK"
"kitbag","UNK"
"kitbags","UNK"
"kitchenette","UNK"
"kitchens","UNK"
"kitchenware","UNK"
"kite","UNK"
"kites","UNK"
"kith","UNK"
"kits","UNK"
"kitsch","UNK"
"kitted","UNK"
"kitten","UNK"
"kittenish","UNK"
"kittens","UNK"
"kitting","UNK"
"kittiwakes","UNK"
"kitty","UNK"
"kiwi","UNK"
"kiwis","UNK"
"klaxon","UNK"
"klaxons","UNK"
"kleptomania","UNK"
"kleptomaniac","UNK"
"kleptomaniacs","UNK"
"klick","UNK"
"kloof","UNK"
"knack","UNK"
"knacker","UNK"
"knackers","UNK"
"knacks","UNK"
"knapsack","UNK"
"knapsacks","UNK"
"knave","UNK"
"knavery","UNK"
"knaves","UNK"
"knavish","UNK"
"knead","UNK"
"kneaded","UNK"
"kneading","UNK"
"kneads","UNK"
"kneecap","UNK"
"kneecaps","UNK"
"kneed","UNK"
"kneedeep","UNK"
"kneel","UNK"
"kneeled","UNK"
"kneeler","UNK"
"kneeling","UNK"
"kneels","UNK"
"knees","UNK"
"knell","UNK"
"knelt","UNK"
"knesset","UNK"
"knew","UNK"
"knickers","UNK"
"knifed","UNK"
"knifepoint","UNK"
"knifes","UNK"
"knifing","UNK"
"knight","UNK"
"knighted","UNK"
"knighthood","UNK"
"knighthoods","UNK"
"knightly","UNK"
"knights","UNK"
"knit","UNK"
"knits","UNK"
"knitted","UNK"
"knitter","UNK"
"knitters","UNK"
"knitting","UNK"
"knitwear","UNK"
"knives","UNK"
"knob","UNK"
"knobbly","UNK"
"knobs","UNK"
"knocked","UNK"
"knocker","UNK"
"knockers","UNK"
"knocking","UNK"
"knockings","UNK"
"knockout","UNK"
"knocks","UNK"
"knoll","UNK"
"knolls","UNK"
"knot","UNK"
"knots","UNK"
"knotted","UNK"
"knottier","UNK"
"knottiest","UNK"
"knotting","UNK"
"knotty","UNK"
"knowable","UNK"
"knowhow","UNK"
"knowing","UNK"
"knowingly","UNK"
"knowledgeable","UNK"
"knowledgeably","UNK"
"known","UNK"
"knows","UNK"
"knuckle","UNK"
"knuckled","UNK"
"knuckleduster","UNK"
"knuckledusters","UNK"
"knuckles","UNK"
"knuckling","UNK"
"koala","UNK"
"koalas","UNK"
"kongo","UNK"
"kookaburra","UNK"
"koran","UNK"
"korea","UNK"
"korean","UNK"
"koreans","UNK"
"kosher","UNK"
"kraal","UNK"
"kraals","UNK"
"kraft","UNK"
"kremlin","UNK"
"kriegspiel","UNK"
"krill","UNK"
"krypton","UNK"
"kudu","UNK"
"kudus","UNK"
"kungfu","UNK"
"kuwait","UNK"
"kwacha","UNK"
"kwachas","UNK"
"laager","UNK"
"labelled","UNK"
"labelling","UNK"
"labellings","UNK"
"labels","UNK"
"labia","UNK"
"labial","UNK"
"labials","UNK"
"labile","UNK"
"labium","UNK"
"laboratories","UNK"
"laborious","UNK"
"laboriously","UNK"
"laboriousness","UNK"
"labour","UNK"
"laboured","UNK"
"labourer","UNK"
"labourers","UNK"
"labouring","UNK"
"labourintensive","UNK"
"labours","UNK"
"laboursaving","UNK"
"labs","UNK"
"laburnum","UNK"
"labyrinth","UNK"
"labyrinthine","UNK"
"labyrinths","UNK"
"lace","UNK"
"laced","UNK"
"lacerate","UNK"
"lacerated","UNK"
"lacerating","UNK"
"laceration","UNK"
"lacerations","UNK"
"laces","UNK"
"lacework","UNK"
"laches","UNK"
"lachrymal","UNK"
"lachrymose","UNK"
"lacier","UNK"
"lacing","UNK"
"lacings","UNK"
"lackadaisical","UNK"
"lacked","UNK"
"lackey","UNK"
"lackeys","UNK"
"lacking","UNK"
"lacklustre","UNK"
"lacks","UNK"
"laconic","UNK"
"laconically","UNK"
"lacquer","UNK"
"lacquered","UNK"
"lacquers","UNK"
"lacrosse","UNK"
"lacs","UNK"
"lactate","UNK"
"lactation","UNK"
"lacteal","UNK"
"lactic","UNK"
"lactose","UNK"
"lacuna","UNK"
"lacunae","UNK"
"lacunas","UNK"
"lacy","UNK"
"lad","UNK"
"ladder","UNK"
"laddered","UNK"
"ladders","UNK"
"laddie","UNK"
"laddies","UNK"
"lade","UNK"
"laden","UNK"
"ladies","UNK"
"lading","UNK"
"ladle","UNK"
"ladled","UNK"
"ladles","UNK"
"ladling","UNK"
"lads","UNK"
"ladybird","UNK"
"ladybirds","UNK"
"ladybug","UNK"
"ladylike","UNK"
"ladyship","UNK"
"ladyships","UNK"
"lag","UNK"
"lager","UNK"
"lagers","UNK"
"laggard","UNK"
"laggards","UNK"
"lagged","UNK"
"lagging","UNK"
"lagoon","UNK"
"lagoons","UNK"
"lagos","UNK"
"lags","UNK"
"lagune","UNK"
"laid","UNK"
"lain","UNK"
"lair","UNK"
"laird","UNK"
"lairds","UNK"
"lairs","UNK"
"laissezfaire","UNK"
"laity","UNK"
"lakes","UNK"
"lakeside","UNK"
"lam","UNK"
"lama","UNK"
"lamas","UNK"
"lamb","UNK"
"lambasted","UNK"
"lambasting","UNK"
"lambda","UNK"
"lambent","UNK"
"lambing","UNK"
"lambs","UNK"
"lambskin","UNK"
"lambswool","UNK"
"lame","UNK"
"lamed","UNK"
"lamely","UNK"
"lameness","UNK"
"lament","UNK"
"lamentable","UNK"
"lamentably","UNK"
"lamentation","UNK"
"lamentations","UNK"
"lamented","UNK"
"lamenter","UNK"
"lamenting","UNK"
"laments","UNK"
"lamest","UNK"
"lamina","UNK"
"laminar","UNK"
"laminate","UNK"
"laminated","UNK"
"laminates","UNK"
"lamination","UNK"
"lamp","UNK"
"lamplight","UNK"
"lamplighter","UNK"
"lamplit","UNK"
"lampoon","UNK"
"lampooned","UNK"
"lampoonery","UNK"
"lampooning","UNK"
"lampoons","UNK"
"lamppost","UNK"
"lampposts","UNK"
"lamprey","UNK"
"lampreys","UNK"
"lamps","UNK"
"lampshade","UNK"
"lampshades","UNK"
"lance","UNK"
"lanced","UNK"
"lancelot","UNK"
"lancer","UNK"
"lancers","UNK"
"lances","UNK"
"lancet","UNK"
"lancets","UNK"
"lancing","UNK"
"landed","UNK"
"lander","UNK"
"landfall","UNK"
"landfill","UNK"
"landform","UNK"
"landforms","UNK"
"landholders","UNK"
"landholding","UNK"
"landholdings","UNK"
"landing","UNK"
"landings","UNK"
"landladies","UNK"
"landlady","UNK"
"landless","UNK"
"landlines","UNK"
"landlocked","UNK"
"landlord","UNK"
"landlords","UNK"
"landman","UNK"
"landmark","UNK"
"landmarks","UNK"
"landmass","UNK"
"landmine","UNK"
"landowner","UNK"
"landowners","UNK"
"landowning","UNK"
"lands","UNK"
"landscaped","UNK"
"landscapes","UNK"
"landscaping","UNK"
"landside","UNK"
"landslide","UNK"
"landslides","UNK"
"landslip","UNK"
"landslips","UNK"
"landward","UNK"
"lane","UNK"
"lanes","UNK"
"languages","UNK"
"languid","UNK"
"languidly","UNK"
"languish","UNK"
"languished","UNK"
"languishes","UNK"
"languishing","UNK"
"languor","UNK"
"languorous","UNK"
"languorously","UNK"
"lank","UNK"
"lankier","UNK"
"lankiest","UNK"
"lanky","UNK"
"lanolin","UNK"
"lantern","UNK"
"lanterns","UNK"
"lanyard","UNK"
"laos","UNK"
"lapdog","UNK"
"lapdogs","UNK"
"lapel","UNK"
"lapels","UNK"
"lapful","UNK"
"lapidary","UNK"
"lapland","UNK"
"lapp","UNK"
"lapped","UNK"
"lapping","UNK"
"laps","UNK"
"lapse","UNK"
"lapsed","UNK"
"lapses","UNK"
"lapsing","UNK"
"laptop","UNK"
"laptops","UNK"
"lapwing","UNK"
"lapwings","UNK"
"larceny","UNK"
"larch","UNK"
"larches","UNK"
"lard","UNK"
"larder","UNK"
"larders","UNK"
"lards","UNK"
"largeness","UNK"
"larger","UNK"
"largest","UNK"
"largish","UNK"
"largo","UNK"
"lark","UNK"
"larking","UNK"
"larks","UNK"
"larva","UNK"
"larvae","UNK"
"larval","UNK"
"laryngeal","UNK"
"laryngitis","UNK"
"larynx","UNK"
"larynxes","UNK"
"las","UNK"
"lasagne","UNK"
"lascivious","UNK"
"lasciviously","UNK"
"lasciviousness","UNK"
"lase","UNK"
"laser","UNK"
"lasers","UNK"
"lash","UNK"
"lashed","UNK"
"lashers","UNK"
"lashes","UNK"
"lashing","UNK"
"lashings","UNK"
"lasing","UNK"
"lass","UNK"
"lasses","UNK"
"lassie","UNK"
"lassies","UNK"
"lassitude","UNK"
"lasso","UNK"
"lassoed","UNK"
"lassoing","UNK"
"lasted","UNK"
"lasting","UNK"
"lastly","UNK"
"lasts","UNK"
"latch","UNK"
"latched","UNK"
"latches","UNK"
"latching","UNK"
"latecomer","UNK"
"latecomers","UNK"
"lately","UNK"
"latencies","UNK"
"latency","UNK"
"lateness","UNK"
"latent","UNK"
"lateral","UNK"
"lateralisation","UNK"
"laterally","UNK"
"laterals","UNK"
"latest","UNK"
"latex","UNK"
"lath","UNK"
"lathe","UNK"
"lather","UNK"
"lathered","UNK"
"lathers","UNK"
"lathes","UNK"
"laths","UNK"
"latices","UNK"
"latin","UNK"
"latino","UNK"
"latitude","UNK"
"latitudes","UNK"
"latitudinal","UNK"
"latrine","UNK"
"latrines","UNK"
"lattice","UNK"
"latticed","UNK"
"lattices","UNK"
"latvia","UNK"
"latvian","UNK"
"laud","UNK"
"laudable","UNK"
"laudatory","UNK"
"lauded","UNK"
"lauders","UNK"
"lauding","UNK"
"lauds","UNK"
"laughable","UNK"
"laughably","UNK"
"laughed","UNK"
"laugher","UNK"
"laughing","UNK"
"laughingly","UNK"
"laughs","UNK"
"laughter","UNK"
"launched","UNK"
"launcher","UNK"
"launchers","UNK"
"launches","UNK"
"launching","UNK"
"launder","UNK"
"laundered","UNK"
"launderette","UNK"
"launderettes","UNK"
"laundering","UNK"
"laundress","UNK"
"laundrette","UNK"
"laundrettes","UNK"
"laundries","UNK"
"laundry","UNK"
"laureate","UNK"
"laurel","UNK"
"laurels","UNK"
"lava","UNK"
"lavas","UNK"
"lavatorial","UNK"
"lavatories","UNK"
"lavatory","UNK"
"lavender","UNK"
"lavish","UNK"
"lavished","UNK"
"lavishes","UNK"
"lavishing","UNK"
"lavishly","UNK"
"lavishness","UNK"
"lawabiding","UNK"
"lawbreaker","UNK"
"lawbreakers","UNK"
"lawbreaking","UNK"
"lawful","UNK"
"lawfully","UNK"
"lawfulness","UNK"
"lawless","UNK"
"lawlessness","UNK"
"lawmaker","UNK"
"lawmakers","UNK"
"lawman","UNK"
"lawmen","UNK"
"lawnmower","UNK"
"lawnmowers","UNK"
"lawns","UNK"
"laws","UNK"
"lawsuits","UNK"
"lawyers","UNK"
"lax","UNK"
"laxative","UNK"
"laxatives","UNK"
"laxer","UNK"
"laxity","UNK"
"laxness","UNK"
"layabout","UNK"
"layabouts","UNK"
"layby","UNK"
"laybys","UNK"
"layered","UNK"
"layering","UNK"
"layers","UNK"
"laying","UNK"
"layman","UNK"
"laymen","UNK"
"layoff","UNK"
"layoffs","UNK"
"layout","UNK"
"layouts","UNK"
"layperson","UNK"
"lays","UNK"
"lazaret","UNK"
"lazarus","UNK"
"laze","UNK"
"lazed","UNK"
"lazier","UNK"
"laziest","UNK"
"lazily","UNK"
"laziness","UNK"
"lazing","UNK"
"lazuli","UNK"
"lazy","UNK"
"lazybones","UNK"
"lea","UNK"
"leach","UNK"
"leached","UNK"
"leaches","UNK"
"leaching","UNK"
"leaded","UNK"
"leaden","UNK"
"leaderless","UNK"
"leaders","UNK"
"leaderships","UNK"
"leadfree","UNK"
"leads","UNK"
"leafed","UNK"
"leafier","UNK"
"leafiest","UNK"
"leafiness","UNK"
"leafing","UNK"
"leafless","UNK"
"leaflet","UNK"
"leaflets","UNK"
"leafy","UNK"
"leagues","UNK"
"leak","UNK"
"leakage","UNK"
"leakages","UNK"
"leaked","UNK"
"leakier","UNK"
"leakiest","UNK"
"leakiness","UNK"
"leaking","UNK"
"leaks","UNK"
"leaky","UNK"
"leaned","UNK"
"leaner","UNK"
"leanest","UNK"
"leaning","UNK"
"leanings","UNK"
"leanness","UNK"
"leans","UNK"
"leant","UNK"
"leap","UNK"
"leaped","UNK"
"leaper","UNK"
"leapfrog","UNK"
"leapfrogging","UNK"
"leaping","UNK"
"leaps","UNK"
"leapt","UNK"
"leapyear","UNK"
"learnable","UNK"
"learned","UNK"
"learnedly","UNK"
"learner","UNK"
"learners","UNK"
"learns","UNK"
"learnt","UNK"
"lease","UNK"
"leased","UNK"
"leasehold","UNK"
"leaseholder","UNK"
"leaseholders","UNK"
"leases","UNK"
"leash","UNK"
"leashed","UNK"
"leashes","UNK"
"leashing","UNK"
"leasing","UNK"
"leat","UNK"
"leathers","UNK"
"leathery","UNK"
"leaved","UNK"
"leaven","UNK"
"leavened","UNK"
"leavening","UNK"
"leaver","UNK"
"leavers","UNK"
"leaves","UNK"
"leaving","UNK"
"leavings","UNK"
"lebanon","UNK"
"lebensraum","UNK"
"lecher","UNK"
"lecherous","UNK"
"lecherousness","UNK"
"lechery","UNK"
"lectern","UNK"
"lector","UNK"
"lectors","UNK"
"lecture","UNK"
"lectured","UNK"
"lecturer","UNK"
"lecturers","UNK"
"lectures","UNK"
"lectureship","UNK"
"lectureships","UNK"
"lecturing","UNK"
"led","UNK"
"ledge","UNK"
"ledger","UNK"
"ledgers","UNK"
"ledges","UNK"
"lee","UNK"
"leech","UNK"
"leeches","UNK"
"leeching","UNK"
"leeds","UNK"
"leek","UNK"
"leeks","UNK"
"leer","UNK"
"leered","UNK"
"leering","UNK"
"leeringly","UNK"
"leers","UNK"
"lees","UNK"
"leeward","UNK"
"leeway","UNK"
"lefthanded","UNK"
"lefthandedly","UNK"
"lefthandedness","UNK"
"lefthander","UNK"
"lefthanders","UNK"
"lefties","UNK"
"leftish","UNK"
"leftist","UNK"
"leftists","UNK"
"leftmost","UNK"
"leftover","UNK"
"leftovers","UNK"
"lefts","UNK"
"leftward","UNK"
"leftwards","UNK"
"lefty","UNK"
"legacies","UNK"
"legalese","UNK"
"legalisation","UNK"
"legalise","UNK"
"legalised","UNK"
"legalising","UNK"
"legalism","UNK"
"legalistic","UNK"
"legalities","UNK"
"legality","UNK"
"legally","UNK"
"legate","UNK"
"legatee","UNK"
"legatees","UNK"
"legates","UNK"
"legation","UNK"
"legato","UNK"
"legator","UNK"
"legendary","UNK"
"legends","UNK"
"legerdemain","UNK"
"legged","UNK"
"legging","UNK"
"leggings","UNK"
"leggy","UNK"
"leghorn","UNK"
"leghorns","UNK"
"legibility","UNK"
"legible","UNK"
"legibly","UNK"
"legion","UNK"
"legionaries","UNK"
"legionary","UNK"
"legionnaires","UNK"
"legions","UNK"
"legislate","UNK"
"legislated","UNK"
"legislating","UNK"
"legislative","UNK"
"legislatively","UNK"
"legislator","UNK"
"legislators","UNK"
"legislature","UNK"
"legislatures","UNK"
"legitimacy","UNK"
"legitimated","UNK"
"legitimately","UNK"
"legitimating","UNK"
"legitimation","UNK"
"legitimisation","UNK"
"legitimise","UNK"
"legitimised","UNK"
"legitimising","UNK"
"legless","UNK"
"legman","UNK"
"legroom","UNK"
"legs","UNK"
"legume","UNK"
"legumes","UNK"
"leguminous","UNK"
"legwork","UNK"
"leipzig","UNK"
"leisure","UNK"
"leisured","UNK"
"leisurely","UNK"
"leisurewear","UNK"
"leitmotif","UNK"
"leitmotifs","UNK"
"leitmotiv","UNK"
"leitmotivs","UNK"
"lemma","UNK"
"lemmas","UNK"
"lemming","UNK"
"lemmings","UNK"
"lemonade","UNK"
"lemons","UNK"
"lemur","UNK"
"lemurs","UNK"
"lend","UNK"
"lender","UNK"
"lenders","UNK"
"lending","UNK"
"lends","UNK"
"lengthen","UNK"
"lengthened","UNK"
"lengthening","UNK"
"lengthens","UNK"
"lengthier","UNK"
"lengthiest","UNK"
"lengthily","UNK"
"lengths","UNK"
"lengthways","UNK"
"lengthwise","UNK"
"lengthy","UNK"
"leniency","UNK"
"lenient","UNK"
"leniently","UNK"
"lenin","UNK"
"lens","UNK"
"lenses","UNK"
"lensing","UNK"
"lent","UNK"
"lentil","UNK"
"lentils","UNK"
"lento","UNK"
"leonardo","UNK"
"leone","UNK"
"leopard","UNK"
"leopards","UNK"
"leopardskin","UNK"
"leotard","UNK"
"leotards","UNK"
"leper","UNK"
"lepers","UNK"
"leprechaun","UNK"
"leprechauns","UNK"
"leprose","UNK"
"leprosy","UNK"
"leprous","UNK"
"lepton","UNK"
"leptons","UNK"
"lesbian","UNK"
"lesbianism","UNK"
"lesbians","UNK"
"lesion","UNK"
"lesions","UNK"
"lesotho","UNK"
"lessee","UNK"
"lessees","UNK"
"lessen","UNK"
"lessened","UNK"
"lessening","UNK"
"lessens","UNK"
"lesser","UNK"
"lessons","UNK"
"lessor","UNK"
"lessors","UNK"
"lest","UNK"
"lethal","UNK"
"lethality","UNK"
"lethally","UNK"
"lethargic","UNK"
"lethargically","UNK"
"lethargy","UNK"
"lets","UNK"
"letterbox","UNK"
"letterboxes","UNK"
"lettered","UNK"
"letterhead","UNK"
"letterheads","UNK"
"lettering","UNK"
"letterpress","UNK"
"letters","UNK"
"letterwriter","UNK"
"letting","UNK"
"lettings","UNK"
"lettish","UNK"
"lettuce","UNK"
"lettuces","UNK"
"leucine","UNK"
"leukaemia","UNK"
"leukemia","UNK"
"levelheaded","UNK"
"levelled","UNK"
"leveller","UNK"
"levelling","UNK"
"levelly","UNK"
"levels","UNK"
"lever","UNK"
"leverage","UNK"
"leveraged","UNK"
"levered","UNK"
"levering","UNK"
"levers","UNK"
"levi","UNK"
"leviathan","UNK"
"levied","UNK"
"levies","UNK"
"levitate","UNK"
"levitated","UNK"
"levitates","UNK"
"levitating","UNK"
"levitation","UNK"
"levity","UNK"
"levy","UNK"
"levying","UNK"
"lewd","UNK"
"lewdness","UNK"
"lexeme","UNK"
"lexemes","UNK"
"lexical","UNK"
"lexically","UNK"
"lexicographer","UNK"
"lexicographers","UNK"
"lexicographic","UNK"
"lexicographical","UNK"
"lexicographically","UNK"
"lexicography","UNK"
"lexicon","UNK"
"lexicons","UNK"
"leyden","UNK"
"liabilities","UNK"
"liability","UNK"
"liable","UNK"
"liaise","UNK"
"liaised","UNK"
"liaises","UNK"
"liaising","UNK"
"liaison","UNK"
"liaisons","UNK"
"liar","UNK"
"liars","UNK"
"libation","UNK"
"libations","UNK"
"libel","UNK"
"libeled","UNK"
"libeler","UNK"
"libelled","UNK"
"libeller","UNK"
"libelling","UNK"
"libellous","UNK"
"libels","UNK"
"liberalisation","UNK"
"liberalise","UNK"
"liberalised","UNK"
"liberalising","UNK"
"liberalism","UNK"
"liberality","UNK"
"liberally","UNK"
"liberals","UNK"
"liberate","UNK"
"liberated","UNK"
"liberates","UNK"
"liberating","UNK"
"liberation","UNK"
"liberationists","UNK"
"liberator","UNK"
"liberators","UNK"
